"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale"
"Parc W Niger",2220.18873531027,818,1,3,0.00520795583724976,0.242754360731359,30000
"Réserve totale de faune de Tamou",791.645088983402,2331,1,1,0,0.231453847106513,30000
"Addax Sanctuary",12781.6819827768,72350,1,6,NA,NA,30000
"Chambi",67.2847408954823,4486,0,0,NA,NA,30000
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,1,1,NA,NA,30000
"Liwonde National Park",507.102346246761,2316,0,0,NA,0.434281462623227,30000
"Majete Wildlife Reserve",707.194510835127,2319,1,1,0,0.607870053186595,30000
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,7,3214,0.00586870621816661,0.0066245240506428,500
"Kibira",479.59184066615,9161,9,348,0.040965821248285,0.838631582789462,500
"Parc national du Ruvubu",535.548987687057,9160,9,628,0.0715384659352685,0.613717323528864,500
"Réserve naturelle du Rusizi",85.4274708933633,9162,7,125,0.0680039886315677,0.570924022421993,500
"Bururi Forest",26.9677323827126,9164,7,41,0.0846085341076718,0.801807742912556,500
"Waza",1412.65424568481,608,5,461,0.0722611916064298,0.252641920349288,500
"Mbam et Djerem",4306.80278790466,20166,10,2235,0.0909760816145937,0.76643359741109,500
"Boumba Bek",2374.35572680993,308624,3,134,0.0229455206620841,0.876717022358444,500
"Korup",1268.07286343403,20058,4,131,0.0833870856298373,0.722972247215436,500
"Campo-Ma'an",2621.8886663592,1242,6,229,0.126601807329233,0.845087156073271,500
"Yankari",2397.21555272932,1332,8,1035,0.0825572563033803,0.276761442912643,500
"W (Benin)",5806.17191365083,12201,9,2044,0.0708306884728314,0.276167489721429,500
"Kidepo Valley",1437.23245553074,958,8,575,0.0917398193069202,0.43754333871031,500
"Rwenzori Mountains",998.905644444759,18438,10,521,0.0876830614442505,0.774960036962099,500
"Kibale",792.224748326657,40002,8,287,0.048674262602629,0.799759197074844,500
"Murchison Falls",3895.11626338592,956,11,2637,0.133597902432962,0.597499144495096,500
"Fada Archei",1745.53266343474,9033,4,94,NA,NA,500
"Mandelia",1321.29839745131,5166,6,602,0.0865035541341273,0.361128960143424,500
"Binder-Léré",1133.53653160855,5168,9,421,0.0655457947499716,0.345331282452543,500
"Foret de Bandia",104.933988398974,352632,4,70,0.0555497723167376,0.349412609656765,500
"Kapama Game Reserve",83.6123649907673,555570390,4,92,0.0486208771650109,0.480153345644538,500
"Mushandike",125.625422726371,1479,7,115,0.0810226618578952,0.536787020849191,500
"Mare aux Hippopotames",153.062512387361,28581,9,137,0.0813440110074045,0.389835906945785,500
"National Park Iona",15315.727132169,347,8,1622,0.0646068014764361,0.0357904039728886,500
"National Park Cameia",14240.6696712207,349,9,2535,0.0653907325558761,0.32288435598843,500
"National Park Bicuar",7755.39039646189,350,8,3528,0.129199407569287,0.55977212384209,500
"National Park Mupa",5386.23874503922,2249,8,3927,0.0746676538144636,0.506927119888462,500
"National Park Luengue-Luiana",10470.3948022368,4493,8,6579,0.0796777666301844,0.499079576491542,500
"National Park Mavinga",5631.43710031837,5081,8,2320,0.0875056726372193,0.596528883130157,500
"Kabore-Tambi",1521.65251956281,1049,7,612,0.0496927502810501,0.317901461100003,500
"Deux Bales",886.881014112113,2344,8,487,0.0547778630059674,0.3973962163539,500
"W du Burkina Faso",2438.55283270317,1048,4,759,0.0606482664828034,0.248679405869505,500
"Ai-Ais Hot Springs",4360.58900964402,8785,8,1124,0.0347462155871875,0.0310399976990777,500
"Mudumu",718.040758368598,30051,6,373,0.0493672260766997,0.410779010003519,500
"Banc d'Arguin",11910.1013656985,797,5,156,NA,NA,500
"Skeleton Coast Park",16885.5508913259,885,6,237,0.0265127029108682,0.0229486362160035,500
"Namib-Naukluft",50876.2402257201,883,7,1472,0.0207889835852139,0.0170913187207615,500
"Etosha",23011.8862932174,884,9,2864,0.130342497406504,0.178766115106786,500
"Waterberg Plateau Park",396.888414536016,887,5,261,0.0343219551855378,0.436997762155102,500
"Nkasa Rupara",338.772203951884,30052,7,263,0.0464150372049778,0.440791878092505,500
"Daan Viljoen Game Park",40.0718663414971,1362,1,20,0.0193407461759344,0.207127785442283,500
"Nyungwe",1023.16281280702,9148,8,246,0.0190495664927863,0.849238087640038,500
"Volcans",163.245789504213,863,8,160,0.0425512409052631,0.791817262624213,500
"Hwange",14743.7167848176,1991,9,4878,0.0775023438669635,0.520711791858711,500
"Mana Pools",2129.50669873554,2531,8,1274,0.0912961475140424,0.551985199538857,500
"Yangudi Rassa",3058.41446256855,2276,5,874,0.0487381718240261,0.0369302796746532,500
"Awash",584.482024471931,652,5,157,0.0896855795039069,0.293256778105937,500
"Abijatta-Shalla",922.100602172625,2279,6,320,0.153085671135415,0.28277396784809,500
"Omo",3902.86787001389,2280,11,1999,0.185714155284539,0.511538110678182,500
"Bale Mountains",2317.63386843873,2281,10,1132,0.182274855168115,0.671477342254149,500
"Mago",1875.24152956627,2277,10,985,0.140347549902042,0.580707915416139,500
"Manovo-Gounda-Saint Floris",19049.5000859545,2256,10,9728,0.137020131631521,0.475426016824945,500
"Manda",954.945881364573,642,8,498,0.0566790067238888,0.402049392627927,500
"Zakouma",3054.91065652485,641,5,1580,0.0565281865345751,0.345281653865659,500
"Garamba",4970.560966862,1083,9,3999,0.115419520247195,0.507561597532686,500
"Bontioli",130.879062506336,4489,5,126,0.0551853103483729,0.365722960914211,500
"Singou",1935.66660503885,3229,4,529,0.0551039179957646,0.196207864133759,500
"Arly",842.751300188101,4488,5,442,0.0655469074689109,0.199909266416861,500
"Madjoari",295.085396310225,9265,5,223,0.0896681245519109,0.21936042706228,500
"Siniaka-Minia",4324.81636920566,5165,4,1675,0.0416595964803301,0.379175805205958,500
"Ouadi-Rimé-Ouadi Achim",83325.069787164,1250,5,3767,0.0157180730647169,0.0228538231300818,500
"Zemongo",13733.4708663777,2259,8,12267,0.098415743321325,0.632431133121668,500
"Gishwati",14.4628396538684,21416,4,22,0.0350905980094638,0.792986866617257,500
"Budongo",821.541205277058,34804,8,353,0.0858104792084723,0.794148468316789,500
"North Rwenzori",35.4453071510627,555549367,7,49,0.0444915882537259,0.690688434404645,500
"Arabuko Sokoke",370.010104295181,7422,4,163,0.0411374493905099,0.805182245618562,500
"Mount Elgon",607.569354283619,7660,8,370,0.0634923114175623,0.803787961460825,500
"Kakamega",180.976326687368,33450,4,48,0.050243030162814,0.801917285019744,500
"Partial Reserve Buffalo",333.318022205527,4494,6,131,0.0720987252195807,0.500873205416486,500
"Ngotto",801.028951910029,28745,5,59,0.0220179893213778,0.820740056286535,500
"Massif du Ziama",918.655546737231,29066,8,244,0.0298587716185222,0.807076531990805,500
"Bahr Salamat",21293.2320330112,5164,9,8736,0.0614266838799147,0.375748651303017,500
"Abou Telfane",1086.90997171352,9034,4,531,0.0738185393075105,0.354721361627975,500
"Mount Nimba",146.235689350114,29067,7,100,0.113707992008855,0.773343997597158,500
"Kourtiagou",438.007831799519,3226,4,205,0.0694578077328469,0.217980523684801,500
"Pama",2340.91524855995,3228,7,791,0.0647837557449932,0.216741001536936,500
"Sahel",18220.047721804,3225,8,4138,0.0232640968272286,0.0125589493519891,500
"Integral Nature Reserve and the Luando",8771.82686895232,3066,10,5992,0.119051589736777,0.620591928213569,500
"Salonga",33517.3375087849,478292,5,706,0.0163046178583604,0.864418520590389,500
"Benoué",1672.71905691748,3011,8,969,0.0942105361566414,0.411116643967179,500
"Tassili N'Ajjer",99109.4396900303,20389,6,895,NA,NA,500
"Okavango Delta",20505.4728414007,555577555,10,8580,0.0784715581912072,0.47261725160451,500
"Garamba National Park",5150.94940610021,4327,9,4161,0.111797815387167,0.50463217358624,500
"Simien National Park",132.318772314026,2006,9,206,0.131612937835298,0.565146039883578,500
"Parc National du Diawling",662.128743508618,95349,8,339,NA,NA,500
"Lake Chilwa",2117.04199244709,145538,11,615,0.10206017738978,0.425483393654954,500
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,7,1512,0.159701313866504,0.378330960023443,500
